Hugo_Symbol	classifier_pathogenic_final	penetrance	Adrenocortical Carcinoma_gene_count	Adrenocortical Carcinoma_tumortype_count	Ampullary Carcinoma_gene_count	Ampullary Carcinoma_tumortype_count	Anal Cancer_gene_count	Anal Cancer_tumortype_count	Appendiceal Adenocarcinoma_gene_count	Appendiceal Adenocarcinoma_tumortype_count	Bladder Cancer_gene_count	Bladder Cancer_tumortype_count	Bone Cancer_gene_count	Bone Cancer_tumortype_count	Cancer of Unknown Primary_gene_count	Cancer of Unknown Primary_tumortype_count	Cervical Cancer_gene_count	Cervical Cancer_tumortype_count	Cholangiocarcinoma_gene_count	Cholangiocarcinoma_tumortype_count	Colorectal Adenocarcinoma_gene_count	Colorectal Adenocarcinoma_tumortype_count	Cutaneous Melanoma_gene_count	Cutaneous Melanoma_tumortype_count	Diffuse Glioma_gene_count	Diffuse Glioma_tumortype_count	Embryonal Tumor_gene_count	Embryonal Tumor_tumortype_count	Endometrial Carcinoma_gene_count	Endometrial Carcinoma_tumortype_count	Esophagogastric Cancer_gene_count	Esophagogastric Cancer_tumortype_count	Gastrointestinal Neuroendocrine Tumors_gene_count	Gastrointestinal Neuroendocrine Tumors_tumortype_count	Gastrointestinal Stromal Tumor_gene_count	Gastrointestinal Stromal Tumor_tumortype_count	Germ Cell Tumor_gene_count	Germ Cell Tumor_tumortype_count	Head and Neck Cancer_gene_count	Head and Neck Cancer_tumortype_count	Invasive Breast Carcinoma_gene_count	Invasive Breast Carcinoma_tumortype_count	Lung Neuroendocrine Tumor_gene_count	Lung Neuroendocrine Tumor_tumortype_count	Mesothelioma_gene_count	Mesothelioma_tumortype_count	Nerve Sheath Tumor_gene_count	Nerve Sheath Tumor_tumortype_count	Non Glioma CNS Cancers_gene_count	Non Glioma CNS Cancers_tumortype_count	Non-Cholangio Hepatobiliary Cancer_gene_count	Non-Cholangio Hepatobiliary Cancer_tumortype_count	Non-Small Cell Lung Cancer_gene_count	Non-Small Cell Lung Cancer_tumortype_count	Non-cutaneous Melanoma_gene_count	Non-cutaneous Melanoma_tumortype_count	Other_gene_count	Other_tumortype_count	Ovarian Cancer_gene_count	Ovarian Cancer_tumortype_count	Pancreatic Adenocarcinoma_gene_count	Pancreatic Adenocarcinoma_tumortype_count	Pancreatic Neuroendocrine Tumor_gene_count	Pancreatic Neuroendocrine Tumor_tumortype_count	Prostate Cancer_gene_count	Prostate Cancer_tumortype_count	Renal Clear Cell Carcinoma_gene_count	Renal Clear Cell Carcinoma_tumortype_count	Renal Non-Clear Cell Carcinoma_gene_count	Renal Non-Clear Cell Carcinoma_tumortype_count	Retinoblastoma_gene_count	Retinoblastoma_tumortype_count	Salivary Carcinoma_gene_count	Salivary Carcinoma_tumortype_count	Sex Cord Stromal Tumor_gene_count	Sex Cord Stromal Tumor_tumortype_count	Skin Cancer, Non-Melanoma_gene_count	Skin Cancer, Non-Melanoma_tumortype_count	Small Bowel Cancer_gene_count	Small Bowel Cancer_tumortype_count	Small Cell Lung Cancer_gene_count	Small Cell Lung Cancer_tumortype_count	Soft Tissue Sarcoma_gene_count	Soft Tissue Sarcoma_tumortype_count	Thymic Tumor_gene_count	Thymic Tumor_tumortype_count	Thyroid Cancer_gene_count	Thyroid Cancer_tumortype_count	Unknown_gene_count	Unknown_tumortype_count	Uterine Sarcoma_gene_count	Uterine Sarcoma_tumortype_count	gene_panel
ABL1	0	NA	4.0	41.0	12.0	47.0	1.0	48.0	18.0	122.0	62.0	548.0	31.0	206.0	57.0	409.0	14.0	79.0	30.0	288.0	176.0	1495.0	40.0	322.0	101.0	836.0	16.0	112.0	77.0	547.0	75.0	429.0	12.0	85.0	36.0	211.0	34.0	367.0	40.0	279.0	361.0	2422.0	10.0	97.0	22.0	172.0	5.0	33.0	16.0	71.0	32.0	236.0	330.0	2463.0	31.0	197.0	76.0	475.0	35.0	384.0	94.0	758.0	19.0	112.0	148.0	1042.0	33.0	272.0	35.0	190.0	0.0	12.0	20.0	149.0	5.0	27.0	21.0	196.0	7.0	59.0	8.0	132.0	92.0	666.0	4.0	44.0	38.0	306.0	3.0	39.0	20.0	127.0	all
AC129492.6	0	NA	0.0	41.0	0.0	47.0	0.0	48.0	0.0	122.0	0.0	548.0	0.0	206.0	0.0	409.0	0.0	79.0	0.0	288.0	4.0	1495.0	0.0	322.0	4.0	836.0	0.0	112.0	1.0	547.0	1.0	429.0	0.0	85.0	0.0	211.0	1.0	367.0	0.0	279.0	3.0	2422.0	0.0	97.0	0.0	172.0	0.0	33.0	0.0	71.0	0.0	236.0	7.0	2463.0	0.0	197.0	0.0	475.0	0.0	384.0	1.0	758.0	0.0	112.0	2.0	1042.0	0.0	272.0	1.0	190.0	0.0	12.0	1.0	149.0	0.0	27.0	0.0	196.0	0.0	59.0	0.0	132.0	0.0	666.0	0.0	44.0	0.0	306.0	0.0	39.0	0.0	127.0	all
AC137932.1	0	NA	0.0	41.0	0.0	47.0	0.0	48.0	0.0	122.0	0.0	548.0	0.0	206.0	0.0	409.0	0.0	79.0	0.0	288.0	0.0	1495.0	0.0	322.0	2.0	836.0	0.0	112.0	0.0	547.0	1.0	429.0	0.0	85.0	0.0	211.0	1.0	367.0	0.0	279.0	0.0	2422.0	0.0	97.0	0.0	172.0	0.0	33.0	0.0	71.0	0.0	236.0	0.0	2463.0	0.0	197.0	2.0	475.0	0.0	384.0	0.0	758.0	0.0	112.0	0.0	1042.0	0.0	272.0	0.0	190.0	0.0	12.0	0.0	149.0	0.0	27.0	0.0	196.0	0.0	59.0	0.0	132.0	0.0	666.0	0.0	44.0	1.0	306.0	0.0	39.0	0.0	127.0	all
AKT1	0	NA	3.0	41.0	7.0	47.0	7.0	48.0	14.0	122.0	39.0	548.0	24.0	206.0	38.0	409.0	7.0	79.0	32.0	288.0	167.0	1495.0	26.0	322.0	80.0	836.0	11.0	112.0	64.0	547.0	55.0	429.0	10.0	85.0	25.0	211.0	33.0	367.0	32.0	279.0	291.0	2422.0	14.0	97.0	15.0	172.0	5.0	33.0	7.0	71.0	19.0	236.0	234.0	2463.0	23.0	197.0	47.0	475.0	25.0	384.0	61.0	758.0	13.0	112.0	111.0	1042.0	26.0	272.0	33.0	190.0	1.0	12.0	18.0	149.0	4.0	27.0	16.0	196.0	6.0	59.0	10.0	132.0	69.0	666.0	1.0	44.0	34.0	306.0	4.0	39.0	18.0	127.0	all
AKT2	0	NA	2.0	41.0	9.0	47.0	9.0	48.0	17.0	122.0	45.0	548.0	17.0	206.0	36.0	409.0	8.0	79.0	25.0	288.0	127.0	1495.0	21.0	322.0	80.0	836.0	10.0	112.0	60.0	547.0	42.0	429.0	10.0	85.0	21.0	211.0	29.0	367.0	26.0	279.0	220.0	2422.0	11.0	97.0	13.0	172.0	3.0	33.0	7.0	71.0	25.0	236.0	234.0	2463.0	8.0	197.0	46.0	475.0	22.0	384.0	72.0	758.0	9.0	112.0	89.0	1042.0	31.0	272.0	21.0	190.0	1.0	12.0	23.0	149.0	2.0	27.0	19.0	196.0	5.0	59.0	11.0	132.0	60.0	666.0	7.0	44.0	28.0	306.0	1.0	39.0	15.0	127.0	all
AKT3	0	NA	0.0	41.0	0.0	47.0	2.0	48.0	0.0	122.0	10.0	548.0	6.0	206.0	6.0	409.0	2.0	79.0	6.0	288.0	31.0	1495.0	5.0	322.0	16.0	836.0	0.0	112.0	11.0	547.0	10.0	429.0	1.0	85.0	6.0	211.0	7.0	367.0	9.0	279.0	44.0	2422.0	0.0	97.0	4.0	172.0	0.0	33.0	1.0	71.0	9.0	236.0	45.0	2463.0	7.0	197.0	9.0	475.0	9.0	384.0	13.0	758.0	3.0	112.0	25.0	1042.0	5.0	272.0	4.0	190.0	1.0	12.0	1.0	149.0	2.0	27.0	2.0	196.0	0.0	59.0	2.0	132.0	15.0	666.0	1.0	44.0	3.0	306.0	0.0	39.0	0.0	127.0	all
ALK	0	NA	13.0	41.0	10.0	47.0	10.0	48.0	22.0	122.0	101.0	548.0	44.0	206.0	67.0	409.0	12.0	79.0	55.0	288.0	323.0	1495.0	60.0	322.0	156.0	836.0	25.0	112.0	112.0	547.0	98.0	429.0	15.0	85.0	58.0	211.0	51.0	367.0	55.0	279.0	558.0	2422.0	14.0	97.0	24.0	172.0	7.0	33.0	17.0	71.0	56.0	236.0	467.0	2463.0	42.0	197.0	92.0	475.0	74.0	384.0	126.0	758.0	20.0	112.0	216.0	1042.0	64.0	272.0	57.0	190.0	2.0	12.0	35.0	149.0	7.0	27.0	43.0	196.0	11.0	59.0	23.0	132.0	129.0	666.0	7.0	44.0	71.0	306.0	10.0	39.0	33.0	127.0	all
ALOX12B	0	NA	2.0	41.0	6.0	47.0	7.0	48.0	16.0	122.0	80.0	548.0	31.0	206.0	54.0	409.0	9.0	79.0	35.0	288.0	211.0	1495.0	31.0	322.0	123.0	836.0	10.0	112.0	78.0	547.0	62.0	429.0	14.0	85.0	29.0	211.0	51.0	367.0	43.0	279.0	387.0	2422.0	16.0	97.0	21.0	172.0	6.0	33.0	11.0	71.0	27.0	236.0	380.0	2463.0	24.0	197.0	68.0	475.0	53.0	384.0	113.0	758.0	13.0	112.0	162.0	1042.0	37.0	272.0	35.0	190.0	0.0	12.0	26.0	149.0	6.0	27.0	21.0	196.0	6.0	59.0	23.0	132.0	103.0	666.0	7.0	44.0	38.0	306.0	2.0	39.0	21.0	127.0	all
ALOX12B	1	Uncertain	0.0	41.0	0.0	47.0	0.0	48.0	0.0	122.0	0.0	548.0	0.0	206.0	0.0	409.0	0.0	79.0	0.0	288.0	1.0	1495.0	1.0	322.0	2.0	836.0	0.0	112.0	0.0	547.0	0.0	429.0	0.0	85.0	0.0	211.0	0.0	367.0	0.0	279.0	1.0	2422.0	0.0	97.0	0.0	172.0	0.0	33.0	0.0	71.0	0.0	236.0	1.0	2463.0	1.0	197.0	0.0	475.0	0.0	384.0	0.0	758.0	0.0	112.0	1.0	1042.0	0.0	272.0	0.0	190.0	0.0	12.0	0.0	149.0	0.0	27.0	0.0	196.0	0.0	59.0	1.0	132.0	0.0	666.0	0.0	44.0	1.0	306.0	0.0	39.0	0.0	127.0	all
AMER1	0	NA	3.0	41.0	1.0	47.0	2.0	48.0	9.0	122.0	43.0	548.0	12.0	206.0	35.0	409.0	10.0	79.0	27.0	288.0	121.0	1495.0	18.0	322.0	59.0	836.0	10.0	112.0	54.0	547.0	24.0	429.0	8.0	85.0	8.0	211.0	15.0	367.0	20.0	279.0	268.0	2422.0	11.0	97.0	11.0	172.0	6.0	33.0	2.0	71.0	19.0	236.0	238.0	2463.0	11.0	197.0	34.0	475.0	36.0	384.0	74.0	758.0	9.0	112.0	67.0	1042.0	15.0	272.0	22.0	190.0	2.0	12.0	12.0	149.0	2.0	27.0	10.0	196.0	5.0	59.0	5.0	132.0	72.0	666.0	3.0	44.0	20.0	306.0	2.0	39.0	17.0	127.0	all
AMER1	1	Uncertain	0.0	41.0	0.0	47.0	0.0	48.0	0.0	122.0	0.0	548.0	0.0	206.0	0.0	409.0	0.0	79.0	0.0	288.0	0.0	1495.0	0.0	322.0	0.0	836.0	0.0	112.0	0.0	547.0	0.0	429.0	0.0	85.0	0.0	211.0	0.0	367.0	0.0	279.0	1.0	2422.0	0.0	97.0	0.0	172.0	0.0	33.0	0.0	71.0	0.0	236.0	0.0	2463.0	0.0	197.0	0.0	475.0	0.0	384.0	0.0	758.0	0.0	112.0	0.0	1042.0	0.0	272.0	1.0	190.0	0.0	12.0	0.0	149.0	0.0	27.0	0.0	196.0	0.0	59.0	0.0	132.0	0.0	666.0	0.0	44.0	0.0	306.0	0.0	39.0	0.0	127.0	all
APC	0	NA	7.0	41.0	8.0	47.0	14.0	48.0	24.0	122.0	124.0	548.0	40.0	206.0	94.0	409.0	21.0	79.0	68.0	288.0	356.0	1495.0	67.0	322.0	168.0	836.0	26.0	112.0	135.0	547.0	112.0	429.0	23.0	85.0	65.0	211.0	87.0	367.0	61.0	279.0	575.0	2422.0	20.0	97.0	36.0	172.0	7.0	33.0	21.0	71.0	60.0	236.0	542.0	2463.0	55.0	197.0	103.0	475.0	82.0	384.0	174.0	758.0	25.0	112.0	258.0	1042.0	62.0	272.0	54.0	190.0	2.0	12.0	38.0	149.0	6.0	27.0	45.0	196.0	13.0	59.0	22.0	132.0	159.0	666.0	14.0	44.0	73.0	306.0	13.0	39.0	28.0	127.0	all
APC	1	High	0.0	41.0	0.0	47.0	0.0	48.0	0.0	122.0	0.0	548.0	0.0	206.0	0.0	409.0	0.0	79.0	0.0	288.0	2.0	1495.0	0.0	322.0	0.0	836.0	0.0	112.0	0.0	547.0	0.0	429.0	1.0	85.0	0.0	211.0	0.0	367.0	0.0	279.0	0.0	2422.0	0.0	97.0	0.0	172.0	0.0	33.0	0.0	71.0	1.0	236.0	2.0	2463.0	0.0	197.0	0.0	475.0	0.0	384.0	0.0	758.0	0.0	112.0	0.0	1042.0	0.0	272.0	1.0	190.0	0.0	12.0	0.0	149.0	0.0	27.0	1.0	196.0	2.0	59.0	0.0	132.0	0.0	666.0	0.0	44.0	0.0	306.0	0.0	39.0	0.0	127.0	all
APC	1	Low	0.0	41.0	1.0	47.0	2.0	48.0	0.0	122.0	10.0	548.0	1.0	206.0	7.0	409.0	0.0	79.0	3.0	288.0	25.0	1495.0	7.0	322.0	15.0	836.0	0.0	112.0	13.0	547.0	6.0	429.0	1.0	85.0	1.0	211.0	4.0	367.0	7.0	279.0	27.0	2422.0	2.0	97.0	5.0	172.0	1.0	33.0	3.0	71.0	1.0	236.0	41.0	2463.0	2.0	197.0	6.0	475.0	12.0	384.0	22.0	758.0	3.0	112.0	17.0	1042.0	6.0	272.0	1.0	190.0	0.0	12.0	1.0	149.0	0.0	27.0	8.0	196.0	2.0	59.0	3.0	132.0	14.0	666.0	0.0	44.0	8.0	306.0	1.0	39.0	3.0	127.0	all
AR	0	NA	3.0	41.0	5.0	47.0	4.0	48.0	10.0	122.0	35.0	548.0	21.0	206.0	23.0	409.0	5.0	79.0	14.0	288.0	91.0	1495.0	12.0	322.0	62.0	836.0	11.0	112.0	51.0	547.0	31.0	429.0	9.0	85.0	13.0	211.0	13.0	367.0	15.0	279.0	214.0	2422.0	4.0	97.0	9.0	172.0	2.0	33.0	2.0	71.0	7.0	236.0	182.0	2463.0	11.0	197.0	33.0	475.0	38.0	384.0	49.0	758.0	3.0	112.0	47.0	1042.0	16.0	272.0	16.0	190.0	1.0	12.0	10.0	149.0	1.0	27.0	8.0	196.0	3.0	59.0	8.0	132.0	32.0	666.0	3.0	44.0	22.0	306.0	1.0	39.0	13.0	127.0	all
ARAF	0	NA	0.0	41.0	3.0	47.0	2.0	48.0	6.0	122.0	19.0	548.0	15.0	206.0	17.0	409.0	5.0	79.0	17.0	288.0	86.0	1495.0	7.0	322.0	32.0	836.0	2.0	112.0	41.0	547.0	29.0	429.0	5.0	85.0	18.0	211.0	12.0	367.0	7.0	279.0	174.0	2422.0	5.0	97.0	7.0	172.0	2.0	33.0	2.0	71.0	12.0	236.0	111.0	2463.0	7.0	197.0	25.0	475.0	25.0	384.0	24.0	758.0	5.0	112.0	41.0	1042.0	6.0	272.0	17.0	190.0	0.0	12.0	8.0	149.0	3.0	27.0	6.0	196.0	4.0	59.0	7.0	132.0	35.0	666.0	2.0	44.0	19.0	306.0	1.0	39.0	16.0	127.0	all
ARID1A	0	NA	2.0	41.0	2.0	47.0	7.0	48.0	9.0	122.0	60.0	548.0	29.0	206.0	49.0	409.0	13.0	79.0	27.0	288.0	177.0	1495.0	31.0	322.0	82.0	836.0	12.0	112.0	65.0	547.0	40.0	429.0	8.0	85.0	29.0	211.0	31.0	367.0	31.0	279.0	289.0	2422.0	11.0	97.0	19.0	172.0	4.0	33.0	8.0	71.0	35.0	236.0	277.0	2463.0	16.0	197.0	48.0	475.0	26.0	384.0	81.0	758.0	13.0	112.0	89.0	1042.0	24.0	272.0	23.0	190.0	0.0	12.0	31.0	149.0	3.0	27.0	18.0	196.0	3.0	59.0	14.0	132.0	74.0	666.0	2.0	44.0	44.0	306.0	7.0	39.0	20.0	127.0	all
ARID1A	1	Uncertain	0.0	41.0	0.0	47.0	0.0	48.0	0.0	122.0	0.0	548.0	0.0	206.0	0.0	409.0	0.0	79.0	0.0	288.0	0.0	1495.0	0.0	322.0	0.0	836.0	0.0	112.0	0.0	547.0	0.0	429.0	0.0	85.0	0.0	211.0	0.0	367.0	0.0	279.0	1.0	2422.0	0.0	97.0	0.0	172.0	0.0	33.0	0.0	71.0	0.0	236.0	0.0	2463.0	0.0	197.0	0.0	475.0	0.0	384.0	0.0	758.0	0.0	112.0	0.0	1042.0	0.0	272.0	0.0	190.0	0.0	12.0	0.0	149.0	0.0	27.0	0.0	196.0	0.0	59.0	0.0	132.0	0.0	666.0	0.0	44.0	0.0	306.0	0.0	39.0	0.0	127.0	all
ARID1B	0	NA	9.0	41.0	12.0	47.0	12.0	48.0	30.0	122.0	159.0	548.0	49.0	206.0	126.0	409.0	22.0	79.0	90.0	288.0	440.0	1495.0	82.0	322.0	226.0	836.0	30.0	112.0	157.0	547.0	122.0	429.0	27.0	85.0	51.0	211.0	95.0	367.0	74.0	279.0	735.0	2422.0	28.0	97.0	43.0	172.0	14.0	33.0	20.0	71.0	62.0	236.0	707.0	2463.0	50.0	197.0	140.0	475.0	107.0	384.0	206.0	758.0	32.0	112.0	295.0	1042.0	73.0	272.0	60.0	190.0	3.0	12.0	47.0	149.0	8.0	27.0	41.0	196.0	18.0	59.0	31.0	132.0	164.0	666.0	12.0	44.0	69.0	306.0	10.0	39.0	46.0	127.0	all
ARID1B	1	Uncertain	0.0	41.0	0.0	47.0	0.0	48.0	0.0	122.0	0.0	548.0	0.0	206.0	0.0	409.0	0.0	79.0	0.0	288.0	0.0	1495.0	0.0	322.0	0.0	836.0	0.0	112.0	0.0	547.0	0.0	429.0	0.0	85.0	0.0	211.0	0.0	367.0	0.0	279.0	0.0	2422.0	1.0	97.0	0.0	172.0	0.0	33.0	0.0	71.0	0.0	236.0	0.0	2463.0	0.0	197.0	0.0	475.0	0.0	384.0	0.0	758.0	0.0	112.0	0.0	1042.0	0.0	272.0	0.0	190.0	0.0	12.0	0.0	149.0	0.0	27.0	0.0	196.0	0.0	59.0	0.0	132.0	0.0	666.0	0.0	44.0	0.0	306.0	0.0	39.0	0.0	127.0	all
ARID2	0	NA	4.0	41.0	7.0	47.0	8.0	48.0	7.0	122.0	67.0	548.0	20.0	206.0	56.0	409.0	14.0	79.0	40.0	288.0	209.0	1495.0	42.0	322.0	105.0	836.0	19.0	112.0	80.0	547.0	63.0	429.0	11.0	85.0	42.0	211.0	49.0	367.0	41.0	279.0	372.0	2422.0	9.0	97.0	23.0	172.0	4.0	33.0	13.0	71.0	31.0	236.0	326.0	2463.0	20.0	197.0	66.0	475.0	51.0	384.0	116.0	758.0	16.0	112.0	143.0	1042.0	26.0	272.0	37.0	190.0	2.0	12.0	25.0	149.0	6.0	27.0	28.0	196.0	7.0	59.0	23.0	132.0	97.0	666.0	9.0	44.0	46.0	306.0	7.0	39.0	20.0	127.0	all
ARID2	1	Uncertain	0.0	41.0	0.0	47.0	0.0	48.0	0.0	122.0	0.0	548.0	0.0	206.0	0.0	409.0	0.0	79.0	0.0	288.0	1.0	1495.0	0.0	322.0	0.0	836.0	0.0	112.0	0.0	547.0	0.0	429.0	0.0	85.0	0.0	211.0	1.0	367.0	0.0	279.0	1.0	2422.0	0.0	97.0	0.0	172.0	0.0	33.0	0.0	71.0	0.0	236.0	0.0	2463.0	0.0	197.0	0.0	475.0	0.0	384.0	0.0	758.0	0.0	112.0	0.0	1042.0	0.0	272.0	0.0	190.0	0.0	12.0	0.0	149.0	0.0	27.0	0.0	196.0	0.0	59.0	0.0	132.0	0.0	666.0	0.0	44.0	0.0	306.0	0.0	39.0	0.0	127.0	all
ARID5B	0	NA	3.0	41.0	3.0	47.0	7.0	48.0	13.0	122.0	47.0	548.0	22.0	206.0	40.0	409.0	7.0	79.0	29.0	288.0	143.0	1495.0	23.0	322.0	59.0	836.0	8.0	112.0	58.0	547.0	42.0	429.0	8.0	85.0	19.0	211.0	29.0	367.0	24.0	279.0	266.0	2422.0	8.0	97.0	13.0	172.0	6.0	33.0	8.0	71.0	31.0	236.0	231.0	2463.0	21.0	197.0	40.0	475.0	33.0	384.0	90.0	758.0	8.0	112.0	101.0	1042.0	28.0	272.0	22.0	190.0	0.0	12.0	17.0	149.0	1.0	27.0	15.0	196.0	9.0	59.0	13.0	132.0	60.0	666.0	6.0	44.0	34.0	306.0	4.0	39.0	12.0	127.0	all
ARID5B	1	Uncertain	0.0	41.0	0.0	47.0	0.0	48.0	0.0	122.0	0.0	548.0	0.0	206.0	0.0	409.0	0.0	79.0	0.0	288.0	0.0	1495.0	0.0	322.0	0.0	836.0	0.0	112.0	0.0	547.0	0.0	429.0	0.0	85.0	0.0	211.0	0.0	367.0	0.0	279.0	1.0	2422.0	0.0	97.0	0.0	172.0	0.0	33.0	0.0	71.0	0.0	236.0	0.0	2463.0	0.0	197.0	0.0	475.0	0.0	384.0	0.0	758.0	0.0	112.0	0.0	1042.0	0.0	272.0	0.0	190.0	0.0	12.0	0.0	149.0	0.0	27.0	0.0	196.0	0.0	59.0	0.0	132.0	0.0	666.0	0.0	44.0	0.0	306.0	0.0	39.0	0.0	127.0	all
ASXL1	0	NA	11.0	41.0	8.0	47.0	7.0	48.0	23.0	122.0	97.0	548.0	49.0	206.0	68.0	409.0	22.0	79.0	61.0	288.0	273.0	1495.0	37.0	322.0	129.0	836.0	21.0	112.0	111.0	547.0	72.0	429.0	21.0	85.0	39.0	211.0	72.0	367.0	40.0	279.0	512.0	2422.0	20.0	97.0	28.0	172.0	6.0	33.0	11.0	71.0	36.0	236.0	423.0	2463.0	36.0	197.0	84.0	475.0	68.0	384.0	141.0	758.0	15.0	112.0	197.0	1042.0	40.0	272.0	41.0	190.0	4.0	12.0	20.0	149.0	11.0	27.0	34.0	196.0	6.0	59.0	24.0	132.0	123.0	666.0	6.0	44.0	60.0	306.0	7.0	39.0	21.0	127.0	all
ASXL1	1	Uncertain	0.0	41.0	0.0	47.0	0.0	48.0	0.0	122.0	0.0	548.0	0.0	206.0	0.0	409.0	0.0	79.0	0.0	288.0	0.0	1495.0	0.0	322.0	0.0	836.0	0.0	112.0	0.0	547.0	1.0	429.0	0.0	85.0	0.0	211.0	0.0	367.0	0.0	279.0	0.0	2422.0	0.0	97.0	0.0	172.0	0.0	33.0	0.0	71.0	0.0	236.0	1.0	2463.0	0.0	197.0	0.0	475.0	0.0	384.0	0.0	758.0	0.0	112.0	0.0	1042.0	0.0	272.0	0.0	190.0	0.0	12.0	0.0	149.0	0.0	27.0	0.0	196.0	0.0	59.0	0.0	132.0	1.0	666.0	0.0	44.0	0.0	306.0	0.0	39.0	0.0	127.0	all
ASXL2	0	NA	1.0	41.0	4.0	47.0	5.0	48.0	14.0	122.0	57.0	548.0	27.0	206.0	41.0	409.0	6.0	79.0	27.0	288.0	146.0	1495.0	29.0	322.0	90.0	836.0	15.0	112.0	50.0	547.0	45.0	429.0	4.0	85.0	22.0	211.0	39.0	367.0	25.0	279.0	249.0	2422.0	12.0	97.0	18.0	172.0	7.0	33.0	6.0	71.0	24.0	236.0	250.0	2463.0	19.0	197.0	57.0	475.0	44.0	384.0	81.0	758.0	9.0	112.0	107.0	1042.0	37.0	272.0	18.0	190.0	2.0	12.0	16.0	149.0	4.0	27.0	28.0	196.0	4.0	59.0	14.0	132.0	77.0	666.0	6.0	44.0	38.0	306.0	4.0	39.0	15.0	127.0	all
ASXL2	1	Uncertain	0.0	41.0	0.0	47.0	0.0	48.0	0.0	122.0	0.0	548.0	0.0	206.0	1.0	409.0	0.0	79.0	0.0	288.0	0.0	1495.0	0.0	322.0	0.0	836.0	0.0	112.0	0.0	547.0	0.0	429.0	0.0	85.0	0.0	211.0	0.0	367.0	0.0	279.0	1.0	2422.0	0.0	97.0	0.0	172.0	0.0	33.0	0.0	71.0	0.0	236.0	0.0	2463.0	0.0	197.0	0.0	475.0	0.0	384.0	0.0	758.0	0.0	112.0	0.0	1042.0	0.0	272.0	0.0	190.0	0.0	12.0	0.0	149.0	0.0	27.0	0.0	196.0	0.0	59.0	0.0	132.0	0.0	666.0	0.0	44.0	0.0	306.0	0.0	39.0	0.0	127.0	all
ATM	0	NA	36.0	41.0	37.0	47.0	38.0	48.0	94.0	122.0	446.0	548.0	172.0	206.0	349.0	409.0	60.0	79.0	238.0	288.0	1228.0	1495.0	255.0	322.0	693.0	836.0	92.0	112.0	461.0	547.0	337.0	429.0	66.0	85.0	182.0	211.0	286.0	367.0	243.0	279.0	2014.0	2422.0	80.0	97.0	143.0	172.0	26.0	33.0	60.0	71.0	190.0	236.0	2008.0	2463.0	163.0	197.0	382.0	475.0	314.0	384.0	619.0	758.0	98.0	112.0	874.0	1042.0	217.0	272.0	159.0	190.0	11.0	12.0	121.0	149.0	23.0	27.0	164.0	196.0	47.0	59.0	104.0	132.0	540.0	666.0	40.0	44.0	248.0	306.0	31.0	39.0	108.0	127.0	all
ATM	1	Moderate	0.0	41.0	3.0	47.0	0.0	48.0	2.0	122.0	2.0	548.0	0.0	206.0	4.0	409.0	2.0	79.0	2.0	288.0	12.0	1495.0	1.0	322.0	2.0	836.0	0.0	112.0	3.0	547.0	7.0	429.0	0.0	85.0	0.0	211.0	4.0	367.0	0.0	279.0	29.0	2422.0	0.0	97.0	1.0	172.0	0.0	33.0	0.0	71.0	1.0	236.0	9.0	2463.0	2.0	197.0	2.0	475.0	3.0	384.0	9.0	758.0	1.0	112.0	15.0	1042.0	1.0	272.0	0.0	190.0	0.0	12.0	0.0	149.0	0.0	27.0	1.0	196.0	2.0	59.0	0.0	132.0	1.0	666.0	0.0	44.0	0.0	306.0	0.0	39.0	1.0	127.0	all
ATR	0	NA	5.0	41.0	13.0	47.0	8.0	48.0	28.0	122.0	115.0	548.0	61.0	206.0	100.0	409.0	17.0	79.0	51.0	288.0	356.0	1495.0	60.0	322.0	180.0	836.0	32.0	112.0	116.0	547.0	99.0	429.0	21.0	85.0	59.0	211.0	74.0	367.0	78.0	279.0	621.0	2422.0	25.0	97.0	43.0	172.0	10.0	33.0	13.0	71.0	47.0	236.0	543.0	2463.0	35.0	197.0	113.0	475.0	85.0	384.0	146.0	758.0	12.0	112.0	254.0	1042.0	54.0	272.0	63.0	190.0	1.0	12.0	41.0	149.0	10.0	27.0	54.0	196.0	15.0	59.0	19.0	132.0	153.0	666.0	10.0	44.0	53.0	306.0	11.0	39.0	30.0	127.0	all
ATR	1	Uncertain	0.0	41.0	0.0	47.0	0.0	48.0	0.0	122.0	2.0	548.0	0.0	206.0	0.0	409.0	0.0	79.0	2.0	288.0	2.0	1495.0	0.0	322.0	0.0	836.0	0.0	112.0	0.0	547.0	0.0	429.0	0.0	85.0	0.0	211.0	0.0	367.0	0.0	279.0	2.0	2422.0	0.0	97.0	0.0	172.0	0.0	33.0	0.0	71.0	0.0	236.0	4.0	2463.0	0.0	197.0	1.0	475.0	0.0	384.0	2.0	758.0	0.0	112.0	0.0	1042.0	0.0	272.0	0.0	190.0	0.0	12.0	0.0	149.0	0.0	27.0	0.0	196.0	0.0	59.0	0.0	132.0	0.0	666.0	0.0	44.0	0.0	306.0	0.0	39.0	0.0	127.0	all
